Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Switzerland,CHE,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203991618,2521824634,3394690984,3531408528,5249300746,6919641080,6424940415,7507078111,9103992747,12083757952,13358236535,15763623723,17281056475,18613011386,18220531068,16972328536,21582659529,22591471413,23888241054
Switzerland,CHE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880291257.9,939288966.1,1367500119,1516266788,2635793639,3768543330,3553192214,4682469844,4978149613,6995965777,8024802996,10650115899,11111270558,11768931824,14142728874,12677016574,11892876891,12239609348,12409272189
Channel Islands,CHI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.682247302,1.991528221,2.366165451,2.379427211,2.147470475,3.339689635,3.66048991,3.327845316,3.672549683,3.23902037,3.406050313,3.17811683,3.777844265,4.65325451,5.922145023,6.935188307,6.82970359,7.380775556,6.544102308,5.633593895,5.729667666,4.908680831,4.861613456,6.036238818,6.348578302,6.118357742,7.051775847,6.084172746,6.128417113
Chile,CHL,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43686338,22770565,31055536,35694530,40044592,69932440,80429725,84401642,92360782,83718924,99129968,105903451,110617464,189524165,292392595,435071909,515532026,621671921,665984085,412755594,507417738,540210770,536810387,653835351,684468180,552601736,629446981,589579680,653128868
Chile,CHL,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.52049,295.53968,214.38619,230.03111,269.90752,309.91616,274.18129,316.26319,288.05432,301.63876,,
Chile,CHL,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.59025,357.64589,288.72021,320.12515,354.35629,392.72731,337.4509,430.64193,460.25299,502.10193,,
Chile,CHL,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,21509,,,12314,11826,,23705,,,16861,16804,19964,23883,27110,25864,27231,27977,30614,27825,27893,34388,30381,29122,29034,29744,33757,31577,32081,33026,39935,45104,35733,33831,33564,31869,31857,33642,39987,
Chile,CHL,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,14900,,,6279,6915,,10630,,,9033,13604,16326,18745,21104,19344,19790,19613,21566,18676,19028,23657,21887,22392,22318,23168,26383,23400,23454,23507,27279,30133,25254,23577,23876,22906,22995,24944,28403,
Chile,CHL,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,6609,,,6035,4911,,13075,,,7828,3200,3638,5138,6006,6520,7441,8364,9048,9149,8865,10731,8494,6730,6716,6576,7374,8177,8627,9519,12656,14971,10479,10254,9688,8963,8862,8698,11584,
Chile,CHL,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,140,92,96,96,105,122,96,108,111,135,169,151,178,155,219,171,176,161,207,204,241,246,391,329,382,361,291,403,531,343,328,339,336,340,452,443,386,425,
Chile,CHL,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,685,744,665,647,602,550,592,621,622,682,642,838,949,1179,1418,1535,1771,2411,2568,2608,2879,2504,2147,2076,2485,2646,2924,3403,3421,1374,748,2453,2683,2732,2653,2831,2521,2469,
Chile,CHL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2063.5,2284.4,2513.5,3122.3,3401,3909.1,4162.5,4314.1,4718.3,5256,5358.3,6182.4,6515.1,6745.9,,
Chile,CHL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30957,0.37497,0.35202,0.32947,0.35144,0.3622,0.3887,0.37497,0.3806,0.36244,,
Chile,CHL,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,500000,500000,1700000,6000000,1900000,10100000,10000000,5100000,6000000,10000000,24902786.84,41100000,34916846,31087556.57,32233982.59,33282776.11,30838614.89,41572549.83,25423242.8,36137062.39,55297350.49,36188831.95,38257351.95,40769468.9,41950301.36,38437446.35,50489332.23,46185212.23
Chile,CHL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,6000000,8000000,14000000,16000000,21000000,29000000,39000000,33000000,32000000,26000000,23000000,25800000,29700000,36200000,39900000,37100000,33900000,39200000,43600000,46800000,50000000,116800000,140000000,222800000,324200000,297470000,268598924,250600000,257124131.2,307300000,347500000,383708785.1,447500000,538619514.5,596536869.5,726289314.4,773559649.6,1002083262,1355531918,1548577802,1557776179,1613695026,1669939577,1783075197
China,CHN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.435049262,7.094824898,8.291803292,10.4318147,12.41712404,13.12418003,15.3563988,17.19960392,18.9843797,20.95651527,23.66571478,27.37925315,30.06445872,30.84359799,30.51443157,26.66237275,25.56531104,27.53404158,27.51270427,25.8079484,26.27400734,26.96548952,25.37227632,25.64819362,25.236142,23.81428611,
China,CHN,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4303337959,5247285176,8258761488,13057348532,15821972754,20477372330,24639526471,29598065891,41735539452,49409510874,69226431383,1.08669E+11,1.63007E+11,2.15928E+11,2.73132E+11,3.02773E+11,3.40118E+11,3.09601E+11,4.0609E+11,4.57107E+11,5.05646E+11,5.60058E+11,5.58599E+11,5.49799E+11,4.96007E+11,5.04381E+11,
China,CHN,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.40651,467.56846,383.05515,416.41619,541.66346,575.3384,624.13055,659.93954,704.90619,846.45741,920.66508,1064.76695,1184.47037,852.25811,890.48447,963.87936,1020.9558,1073.21882,1096.51745,1158.9081,1205.68248,,
China,CHN,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,26177,23004,18565,20807,29564,49243,50970,44069,47549,48737,57464,67606,90818,132222,141688,171030,149410,145478,153250,164697,212771,259417,364336,446641,582748,657603,739340,679935,667025,806906,1056563,1386776,1618432,1847938,2104411,,,,
China,CHN,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,17000,19120,26487,43445,45031,40014,41683,43202,50853,59124,79837,107758,117186,144610,122057,118578,129395,140620,181717,229783,321041,405628,527605,593390,669279,604979,590545,741785,973514,1273859,1502582,1733387,1997058,,,,
China,CHN,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,1565,1687,3077,5798,5939,4055,5866,5535,6611,8482,10981,24464,24502,26420,27353,26900,23855,24077,31054,29634,43295,41013,55143,64213,70061,74956,76480,65121,83049,112917,115850,114551,107353,,,,
China,CHN,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,4065,3494,3975,4780,4749,5832,7372,10022,12084,11191,10011,11628,12672,13751,15626,25346,30038,39806,56769,65786,93485,122318,153060,194579,229096,293066,415829,535313,704936,801135,968252,1204981,1245709,
China,CHN,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,4493,4515,4084,4872,4910,4305,4051,4387,7534,7876,8688,11114,12102,33645,34418,26560,33412,40426,48548,64598,79842,88183,92101,95259,85508,98111,110583,117464,120200,127042,133612,133522,135885,
China,CHN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86621.4,119754.6,164747.4,189759.8,215700.4,249972.9,290330.2,316915.3,334045,332082.1,362972.9,393962.7,411268.1,426165.3,,
China,CHN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56324,0.63873,0.64689,0.74963,0.89316,0.94033,1.05786,1.12037,1.21498,1.30792,1.36854,1.37298,1.44469,1.66211,1.70994,1.77539,1.90582,1.99021,2.02114,2.05643,2.10826,,
China,CHN,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000000,63000000,75000000,80348000,110000000,132822320.5,106978898.3,236359258.2,157401785.8,204503785.2,342634075,570536223.2,429452520,830483814,743301698,1044102041,886670295,676381923.7,1084600061,1161195655,4803034260,5561288668
China,CHN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543000000,420000000,792000000,1280970000,1938000000,3114004041,3548126752,4496604796,5321253863,6634081020,8192067402,10319466356,11065271082,13039546459,14706108691,17748983437,21033078371,22613800782,22022366055,23979580208,28746479819,35782953953
Cote d'Ivoire,CIV,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.797256252,1.92022919,5.994908591,4.462945119,7.647873459,2.867818617,3.261764964,2.400602823,3.812376911,13.20956002,11.55255384,14.1789014,12.719222,11.85987579,8.22725181,2.171582839,15.08146787,8.523173101,1.344313187,3.72122193,4.787353021,4.776713712,4.571806319,
Cote d'Ivoire,CIV,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5527551,4016448,42136266,37373832,70221917,14856856,22898042,24579532,41554103,168098612,156212843,174798333,145012961,137671782,125503542,35470464,155140853,91583887,38666706,72379188,37577573,62131171,87382378,
Cote d'Ivoire,CIV,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,
Cote d'Ivoire,CIV,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Cote d'Ivoire,CIV,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.1,108.8,101.7,99.4,129.2,170.6,155.3,155.8,183.8,192,164.8,186.5,194.2,177.5,,
Cote d'Ivoire,CIV,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22949.37269,,297004.1069,135539.725,,,33749.43032,720690.5777,972341.1422,67630.45618,1552895.973,,
Cote d'Ivoire,CIV,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10315314.91,9556501.277,21968975.07,21161207.65,20349997.48,17428630.09,18426837.06,17201730.1,3890008.611,2890284.753,2563194.289,2711598.39,3083450.961,
Cameroon,CMR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.187747137,,,,,2.628889245,1.758722564,1.034814543,,,1.388853815,1.376443863,1.058652046,2.859435319,2.062836394,2.082427878,2.540775126,2.929124529,1.965343603,2.516908119,4.868796738,5.903446539,3.740232193,2.674037274,4.915212246,3.709264803,4.227428252,4.666241916,
Cameroon,CMR,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5652459,,,,,3202883,2475320,1576955,,,825496,903332,1001075,3366269,1798651,1684940,2967180,11281067,9773801,7758715,14232013,26918157,14790526,13286323,26702495,13383768,11447899,28690439,
Cameroon,CMR,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.9,216.8,275.9,314.6,343.5,328.5,359.4,377.6,438,459.4,526.5,618.4,635.3,670.1,,
Cameroon,CMR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,750781.3102,,201444.8844,720984.3768,550934.2619,35447.55441,13109586.28,176577.0042,432273.0011,180307.0897,273676.7372,171329.874,1017.032283,1732502.036,2453873.904,56067.99589,44620.55432,161390.14,121146.7732,346940.384,229493.7269,250382.4683,410892.8998,222369.8613,316994.3146,404775.8343,191958.4545,204436.8722,206304.44,591766.4916,612264.5924,607512.0268,
Cameroon,CMR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,1617067.437,,1275817.601,31347.14682,257102.6556,389923.0985,453357.4507,1695139.241,306193.3758,1001706.054,918771.9033,2552815.122,216627.8762,3258572.078,4596220.573,1963607.622,570023.9946,1710253.722,1930776.699,8212818.269,5226719.63,5702460.716,16111914.52,7992608.159,11597549.96,10865370.17,7361019.103,7841469.732,7989240.57,7016659.829,905589.0408,4251705.32,
"Congo, Dem. Rep.",COD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.67221,,,
"Congo, Dem. Rep.",COD,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.57134,,,
"Congo, Dem. Rep.",COD,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,274,258,350,424,631,,424,,340,,,,,,524,478,709,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,31,37,104,181,364,,90,,90,,,,,,250,189,312,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,243,221,246,243,267,,334,,250,,,,,,274,289,397,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,3,8,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,100,74,93,66,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,15.5,26.8,25.6,36,39.1,42.9,54.9,50,78.9,84.3,120,131.3,112.8,,
"Congo, Dem. Rep.",COD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26777,0.05799,0.06044,0.13609,0.08253,0.07822,,,,,,,,,
"Congo, Dem. Rep.",COD,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35200000,49600000,53800000,125000000,108500000,,,,,,,,,
"Congo, Dem. Rep.",COD,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100000,1900000,1900000,2600000,34300000,,,,20300000,10736427.23,,,,
"Congo, Rep.",COG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.050453901,16.04296974,12.76702264,,,,,,,,,,,,2.221095533,4.329715111,3.682613553,3.736884669,2.560300763,2.823095422,1.567650582,1.98498516,,,1.953488918,
"Congo, Rep.",COG,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197841,3158121,3769879,,,,,,,,,,,,13531025,53924412,83028009,78784932,76127630,42207351,38020954,47798389,,,84282668,
"Congo, Rep.",COG,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,55,,,,,,21,15,27,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4,35.3,42.1,42.3,41.8,45.3,38.8,47.6,49.6,54.9,60.7,76.2,65.9,77.8,,
"Congo, Rep.",COG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605374.171,,
"Congo, Rep.",COG,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3762174.134,,
Colombia,COL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.223920849,6.861886741,5.862064152,5.710056223,6.671060595,7.743427063,8.02107313,8.776844408,8.180491498,7.740420729,7.211090466,7.17301452,6.615023429,5.694387942,4.991174748,4.075887763,2.909197078,3.723762877,5.220021659,5.056319809,4.327384992,5.189986574,7.393976584,7.711730243,9.489813759,9.825403736,8.688852532,
Colombia,COL,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126543484,151278799,154926322,161681092,233001161,245419779,284163644,306083595,289147492,330564457,349136631,322444561,297321292,352837891,367212256,353802692,341931813,441258332,462355742,425239837,400794305,516973271,735600970,724222055,793475743,739660247,671901587,
Colombia,COL,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,COL,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.33359,57.29003,68.52767,88.48299,,
Colombia,COL,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,5914,5335,,,5072,7320,3845,8401,9606,11800,11427,11865,11045,13100,13984,13054,13674,14614,13345,12757,16610,14904,15296,16365,16930,19937,21670,23994,23464,21099,25990,29084,32030,25924,25688,27991,27570,27049,
Colombia,COL,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,2377,2439,,,2768,,2468,5138,6152,6575,7543,7807,6348,8167,8147,6722,6683,6991,6419,5802,6965,7804,8180,8880,10679,11877,13270,14118,13885,12681,15772,16976,18591,15538,15386,17969,17764,17432,
