Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
IDA blend,IDB,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.9852534,,,,,,,,,,,
IDA blend,IDB,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8259,,,,,,,,,,,,,,,,,,,,,53798,55635,59053,,,,,
IDA blend,IDB,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4051,,,,,,,,,,,,,,,,,,,,,40071,38721,41255,,,,,
IDA blend,IDB,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,670,611,827,,,,,
IDA blend,IDB,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931,,,,,,,,,,,,,,,,,,,,,2015,1913,2305,,,,,
IDA blend,IDB,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4029.098041,4582.990234,5558.328663,6498.001131,7561.183125,8173.451806,9890.772009,11203.1,12513.2,13047,14581.9,14994.6,14806.4,16074.6,,
IDA blend,IDB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35921204,,,,,,,,,,,
IDA blend,IDB,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,794831.9826,1778241.383,1028659.747,2789441.299,23055309.08,10360199.51,7886970.826,8452470.667,374333.4591,1346317.049,8805671.727,755872.2984,30595021.24,10752079.07,12709977.79,21213591.27,11712773.28,10599253.9,21254321.09,35073217.2,24573859.7,23291985.17,18164698.76,13153032.07,9606205.332,21764642.96,22398435.23,29078626.34,34438172.41,65099101.3,66619942.33,87917327.11,31762319.24,65885402.65,72338467.41,47437009.34,57074124.36,83983048.68,116890791.3,90558456.42,87450521.15,13125630.94
IDA blend,IDB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,250197.0309,9152673.16,7399739.647,10286597.47,68503853.06,94695798.45,43765656.33,27737528.18,10032557.31,7064467.473,9241993.524,8862645.393,7744302.91,10103468.94,14971244.44,45423119.51,10252285.71,115309480.9,107358090.8,89658697.34,71158994.41,92358112.21,61907714.03,79513139.05,115279278.2,87450122.89,66918047.31,134177385.8,145531634.1,228998729.8,225793249.9,326022649.8,380020486.9,356838817,411066783.3,412162345.9,508294546,543254944.6,651006161.7,678905524.9,714066586,799926491.7,299870849.5
Indonesia,IDN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45487217,1.592896922,1.898487722,3.072878245,4.538731675,6.651505847,7.341590596,8.960798579,11.58807688,10.36910169,10.37253832,16.37362789,14.17833361,16.67002616,14.77894292,16.39094424,16.54892016,13.4699335,11.00217924,10.90277203,12.87447608,9.779166657,8.330497385,7.29532067,7.052715262,6.972299249,6.628957178,5.78637685,5.432184354,5.687259979
Indonesia,IDN,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101180000,144306712,224574514,493821102,882872278,1375925745,1685982037,2291795910,2611199836,2256518817,2728364531,5774419213,4471258542,5158848176,4680910343,5902813446,6671058414,6034485448,5356419372,5762686044,6038545109,5742569481,5727738147,4962402547,4818332512,4980582046,4409587991,3947114863,3956863169,4531996835
Indonesia,IDN,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.64966,199.16413,,,,,,,,89.19929,,,,,,,,,
Indonesia,IDN,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,7095,,12429,12992,12893,12054,14388,19251,19791,18842,19138,15780,27488,,25410,,28189,,,,,38648,30004,36340,49311,40816,52649,43259,47606,42777,47794,53196,62455,60983,46452,47544,62939,68103,
Indonesia,IDN,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,5425,,10129,10513,10510,9802,11807,14912,15109,15728,16711,13363,22237,,15696,,16251,,,,,26128,20423,28317,35626,30734,36644,32181,33555,37759,43269,50653,,44288,34521,37090,48756,51918,
Indonesia,IDN,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,1670,,2300,2479,2383,2252,2581,4339,4682,3114,2427,2417,5251,,9714,,11938,,,,,12520,9581,8023,13685,10082,16005,11078,14051,5018,4525,2543,,16695,11931,10454,14183,16185,
Indonesia,IDN,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,5,,16,40,26,49,32,62,,113,,34,67,38,29,61,40,79,93,152,157,212,234,201,227,235,288,284,386,415,508,533,,663,702,1058,1101,2271,
Indonesia,IDN,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,475,,636,682,559,731,591,601,,661,,1280,3905,2031,2305,2813,3957,3939,1753,2784,3733,3714,3609,3099,3441,4069,4324,4850,4747,4103,5122,5297,,6787,7321,8095,8538,7032,
Indonesia,IDN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.7,447.4,545.3,619,613.8,678,1014,1344.6,1821.4,2027.8,2776.3,3465.2,5071.5,7728.7,,
Indonesia,IDN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06769,0.04756,,,,,,,,0.08332,,,,0.0847,,,,,
Indonesia,IDN,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221187500,263330000,13445052.8,30690000,27211956.75,38128141,59560687.4,78800621.04,58049485.71,51972616.79,59613861.4,52092244.67,46702857.32,49809737.22,61191449.76
Indonesia,IDN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990320000,960870000,872228637,1085450000,1327681814,1530107289,1616459043,1787966703,1800089222,1736373354,1861866472,1652686736,1732362913,1900641453,1461957994
IDA only,IDX,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.326390276,3.053722144,,3.603007298,2.061483447,2.210731298,2.350694882,3.746891473,4.102719793,3.762339518,3.495234743,,3.641531034,1.916417272,6.46486939,4.884363729,3.227272121,,3.377695185,,,
IDA only,IDX,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238348891,,816723390,,,,,,
IDA only,IDX,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2703.982278,2912.814797,3284.680912,3713.544668,4415.118073,4737.768792,5316.070894,6078.008364,6613.608423,7619.987944,8071.959239,8998.876087,9232.255863,10227.99624,,
IDA only,IDX,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,41544.68668,46660.7469,3629922.574,880293.2606,44315.26835,626767.4525,752489.1673,2567626.124,2190598.889,2766665.847,1534152.395,4785202.356,4026212.965,3204996.606,6555145.112,4293099.882,6264664.527,13626128.85,16059554.89,13161817.85,17318217.66,3531594.98,16577091.9,24243627.44,24523807.1,25660142.51,25208794.18,30282544.06,49273433.14,50510460.93,48129206.54,99286126.68,258949253.9,112268029.8,199986824.9,213489874.6,73513847.49,89346826.54,113278012.4,71814499.58,103542553.1,87754550.03,63405433.69,49855206.33,13193767.52
IDA only,IDX,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,574634.06,689982.2407,939177.3659,4240621.295,4568093.149,7528750.025,6183983.937,6954811.438,7262485.031,3822104.403,2859989.507,3329038.559,3258127.638,3236343.132,4460929.525,5234752.057,5331286.037,9135140.657,13246778.36,14386365.66,16582042.86,20763264.96,26378686.93,33227662.05,59234530.13,61198073.32,67845888.24,58114000.3,89187492.33,83440182.97,106518163.1,137070433.8,172451189.2,209743316,214006496,242823867.2,245636350.9,216879515.5,205957607.9,318695251.9,557038608.8,497118856,672070318.8,248488582.9,147206575.1
Isle of Man,IMN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.068699519,4.200619334,3.943481192,4.692855613,4.046947719,4.248778709,4.783519764,5.804881032,6.872112979,6.538267884,5.619516933,5.742129277,6.255549228,6.970229303,6.237803011,5.947717493,5.998070281,5.803803052,6.072403224,6.403290331,6.777733191,9.093724449,7.180548755,6.8707993,6.632256486,8.073939853,8.586259881,7.517758047,7.129689474,7.010326382,
India,IND,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402149981,512079481,497829267,604228939,615240858,695836513,959201216,1351219574,1662488967,1685896198,1414828818,1679108273,2062488338,2286511142,2353666770,2710123490,3355934439,4139238100,4876300228,5997790337,7738414135,10728448006,10086626314,12870672544,12434267043,16693424357,17315676298,13750546786,13335887306,14455947950,
India,IND,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.1633,,99.0734,,85.50869,,,,,92.47992,,,,,100.88542,,,,,95.62936,,,
India,IND,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.54575,,115.68012,,110.09534,,,,,135.32425,,,,,156.63853,,,,,216.18207,,,
India,IND,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,14397,14691,15870,16306,15914,17810,18227,19582,18846,20681,21994,22982,27485,37097,42723,43234,43302,51704,65730,84275,90236,94120,92251,78996,85669,103421,123514,130172,141943,189926,198547,190851,202818,223756,274822,296321,266029,
India,IND,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,13212,12550,13049,14694,14189,14165,15061,15059,17047,18713,19980,20928,24623,33679,38109,,,,60337,67262,79746,88190,76801,63906,73308,88210,117014,119371,134403,172120,176386,176044,183172,200140,250585,264662,242482,
India,IND,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,1185,2141,2821,1612,1725,3645,3166,4523,1799,1968,2014,2054,2862,3418,4614,,,,5393,17013,10490,5930,15450,15090,12361,15211,6500,10801,7540,17806,22161,14807,19646,23616,24237,31659,23547,
India,IND,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,1207,1067,1128,,1003,982,999,988,1033,1048,1147,1267,1248,1209,1588,1545,1661,1926,2247,2206,2206,2379,2693,3425,4014,4721,5686,6296,6425,7262,8853,8841,9553,10669,12040,12579,13199,14961,
India,IND,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,1817,1834,1948,,2291,2493,2497,2520,2504,2600,2673,2328,2176,2511,3212,5021,6901,8229,6707,2620,6332,8213,8772,9188,13452,19661,23242,28922,30387,27025,30909,33450,34402,32362,30814,33079,31858,31621,
India,IND,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26797.1,28930.1,33215.8,38590.3,43624.9,48794.2,54667.1,62790.2,75337.3,82182.2,88942.4,100574.8,106663.4,110319.6,,
India,IND,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64769,0.69597,0.7133,0.73392,0.76723,0.74586,0.73548,0.72901,0.76713,0.8358,0.82217,0.81554,0.8674,0.84444,0.82213,0.83125,,,,0.61992,,,
India,IND,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,111523.9269,113459.9949,,,,111305.3895,625124.1753,896690.4899,173389.2016,165407.7301,397330.0379,771836.3135,1032024.352,1292412.288,1323398.81,615524.7633,731658.9889,290980.4537,446175.1355,1395550.263,6899307.428,12414145.52,19303913.32,22883886.56,82548708.77,37156159.54,20159947.94,24088615.69,52796059.57,205974583.7,60913260.31,163126496.6,147815443.4,191939516.6,127378163.3,302615975.5,321445174,445568319.5,658722433,466556838.1,524879155.1,659628261,
India,IND,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,17776013.3,23026309.47,13068415.52,13496502.35,12455736.62,15153361.08,38854328.11,24571485.05,22207099.13,25143719.35,24934650.13,40558650.91,108393928.2,127039845.2,72465533.69,49565207.9,68598351.54,75336944.71,93836422.84,90293739.53,118039538.7,150485539.5,200807738.7,315298932.6,282463092.3,317035850.7,345233067,549887942.1,611481232.4,671829366.3,845949436,1159824391,1528826913,1860070100,2438302981,2819291079,3990055617,3903908830,4848711889,5009034407,5466041710,6515405394,
Not classified,INX,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.34199414,43.58341123,41.1373716,38.38011078,36.58951214,40.14663688,40.86445861,45.95738348,46.7670313,46.45530764,44.43145022,47.07236771,47.83989232,47.6319454,40.79819131,34.67451384,34.04293876,34.73374007,34.52714006,27.25762938,25.72634234,24.26009355,20.72686984,22.85161837,23.56383426,23.16057578,23.33743976,26.76467483,31.38248935,21.44552165,19.17203871
Ireland,IRL,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5277076812,6163766530,6841293794,6560803447,7187967196,7894108650,9980720568,14398170640,17371426662,20117197732,23875081160,28523395273,31475030671,34661838788,31754508355,27741124356,30424804143,32873832109,31829122545,28168568620,27795411439,24286812034,21204669588,25612420648,24247377038,23340208976,24355346269,29074250544,36441036993,25727976922,28344888837
Ireland,IRL,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.59451,526.26908,600.96412,676.81868,675.0198,600.36431,595.78179,620.06936,658.06858,722.2921,689.69203,668.13352,662.1987,664.17633,659.61692,781.86343,861.44211,958.93457,1020.70973,1149.97382,,,
Ireland,IRL,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744.73029,1898.32036,2058.23302,2075.24358,2212.6515,2289.16073,2357.97809,2479.04272,2666.66731,2750.31172,2828.48093,2886.42321,3230.13977,3106.12986,3063.80389,3274.79706,3474.26582,3597.69729,4422.89058,5421.36594,5563.38681,,
Ireland,IRL,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,3823,3716,3728,3530,3900,4349,4143,4587,5804,6873,7516,6484,6686,5848,6662,7301,6530,4709,4910,4518,4781,4192,5674,5937,6303,5401,5394,5365,4812,3758,3567,3439,3441,3381,3497,3577,3579,3752,
Ireland,IRL,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,349,373,314,333,396,525,503,493,627,702,620,623,600,715,714,877,1403,1022,1039,1123,1258,918,1168,1285,1390,1509,1725,1906,1749,1569,1539,1487,1619,1704,1905,1982,1952,2052,
Ireland,IRL,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,3474,3343,3414,3197,3504,3824,3640,4094,5177,6171,6896,5861,6086,5133,5948,6424,5127,3687,3871,3395,3523,3274,4506,4652,4913,3892,3669,3459,3063,2189,2028,1952,1822,1677,1592,1595,1627,1700,
Ireland,IRL,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,394,461,434,567,651,726,743,719,727,736,734,786,752,788,811,840,793,796,985,996,925,1019,914,862,787,789,838,847,931,908,733,494,492,333,263,250,202,183,
Ireland,IRL,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,2355,2649,2676,2527,2721,2614,2678,2846,3174,3494,4001,3794,2203,229,198,150,134,144,123,118,155,150,68,77,58,75,97,78,76,53,59,67,63,57,58,190,85,86,
Ireland,IRL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3069.3,3824.8,4742.8,4857.3,5520.7,5786.7,6437.4,7035.7,7433.1,7182.9,7261.8,7374.5,6852.3,6834.4,,
Ireland,IRL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27006,1.24317,1.20958,1.15338,1.08497,1.05308,1.05609,1.12451,1.17866,1.1928,1.19835,1.23325,1.38776,1.60823,1.59294,1.55049,1.57101,1.58026,1.52633,1.19563,1.17681,,
Ireland,IRL,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773415052.5,925317847.7,1185355351,1474973273,1698169304,2921096193,5003354615,4996928985,5286980591,6329504117,8128576871,8322931745,10948550631,14408786197
Ireland,IRL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19223023704,22032958704,24017478994,35454631100,35013880663,37466956371,40824326471,42103106276,46406846447,64209889665,76415902226,76057451446,75171947678,84426627511
"Iran, Islamic Rep.",IRN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.147038477,0.238673643,0.348300963,0.607823088,1.110279473,1.534949708,1.667332921,1.864535365,2.487093059,6.307392087,,,,4.458197392,4.116372114,,1.536896942,1.523605251,,1.363579897,1.314880879,
"Iran, Islamic Rep.",IRN,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2467415,3428472,5825739,12263196,25906125,38053545,50470338,70762119,131544659,402642298,,,,584312861,652571090,,269251522,296919288,,245483065,273696394,
"Iran, Islamic Rep.",IRN,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.58975,186.71051,,,,,
"Iran, Islamic Rep.",IRN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.63786,,744.97352,709.15629,735.07885,,688.7317,671.02399,,,,,
"Iran, Islamic Rep.",IRN,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,,,,,,,,1686,2510,2676,2612,1933,2036,1914,1904,1757,2082,2593,3043,3883,5370,6765,6750,5732,6940,6278,9494,10220,11082,13023,8762,20650,24080,27809,32938,34650,27299,29518,31165,28856,38967,55401,62949,57048,109634,
"Iran, Islamic Rep.",IRN,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,1186,1987,2290,2238,1542,1681,1624,1651,1439,1708,2195,2533,2929,4573,5936,6184,5021,6145,5417,8723,9173,9858,11784,7468,17608,20440,23827,28604,30711,23465,25388,26825,24879,31732,,,51622,97236,
"Iran, Islamic Rep.",IRN,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,,,,,,,,500,523,386,374,391,355,290,253,318,374,398,510,954,797,829,566,711,795,861,771,1047,1224,1239,1294,3042,3640,3982,4334,3939,3834,4130,4340,3977,7235,,,5426,12398,
